"id"	"activity"
"obs_5826"	"Self Pace walk"
"obs_112"	"Running 3 METs"
"obs_4747"	"Lying"
"obs_4574"	"Running 5 METs"
"obs_2486"	"Running 3 METs"
"obs_1092"	"Running 3 METs"
"obs_5840"	"Running 5 METs"
"obs_5855"	"Running 3 METs"
"obs_4386"	"Lying"
"obs_6089"	"Running 5 METs"
"obs_4481"	"Running 5 METs"
"obs_418"	"Sitting"
"obs_3263"	"Sitting"
"obs_1699"	"Running 7 METs"
"obs_4051"	"Running 7 METs"
"obs_2833"	"Running 7 METs"
"obs_3575"	"Lying"
"obs_2404"	"Self Pace walk"
"obs_3186"	"Self Pace walk"
"obs_5999"	"Self Pace walk"
"obs_3603"	"Lying"
"obs_4208"	"Lying"
"obs_3115"	"Lying"
"obs_5322"	"Lying"
"obs_4563"	"Running 3 METs"
"obs_5039"	"Running 3 METs"
"obs_4580"	"Self Pace walk"
"obs_1796"	"Self Pace walk"
"obs_1290"	"Self Pace walk"
"obs_1891"	"Self Pace walk"
"obs_1450"	"Lying"
"obs_2109"	"Lying"
"obs_4544"	"Running 5 METs"
"obs_1020"	"Running 5 METs"
"obs_2390"	"Running 5 METs"
"obs_4333"	"Running 5 METs"
"obs_1871"	"Running 5 METs"
"obs_6078"	"Sitting"
"obs_3072"	"Sitting"
"obs_3765"	"Running 7 METs"
"obs_764"	"Running 7 METs"
"obs_553"	"Running 7 METs"
"obs_1066"	"Running 7 METs"
"obs_2784"	"Lying"
"obs_4354"	"Sitting"
"obs_2369"	"Sitting"
"obs_4720"	"Lying"
"obs_1429"	"Lying"
"obs_1555"	"Lying"
"obs_2212"	"Lying"
"obs_5487"	"Self Pace walk"
"obs_736"	"Running 3 METs"
"obs_2449"	"Self Pace walk"
"obs_4876"	"Running 3 METs"
"obs_1574"	"Running 3 METs"
"obs_4658"	"Running 3 METs"
"obs_660"	"Running 5 METs"
"obs_2052"	"Running 5 METs"
"obs_6106"	"Running 5 METs"
"obs_1663"	"Running 5 METs"
"obs_678"	"Sitting"
"obs_4546"	"Running 7 METs"
"obs_615"	"Running 7 METs"
"obs_5906"	"Running 5 METs"
"obs_2399"	"Running 7 METs"
"obs_1506"	"Running 7 METs"
"obs_5268"	"Running 7 METs"
"obs_3287"	"Lying"
"obs_2172"	"Sitting"
"obs_4892"	"Sitting"
"obs_2385"	"Self Pace walk"
"obs_1901"	"Running 3 METs"
"obs_2292"	"Self Pace walk"
"obs_580"	"Lying"
"obs_5006"	"Lying"
"obs_2690"	"Lying"
"obs_963"	"Lying"
"obs_6203"	"Lying"
"obs_1844"	"Running 5 METs"
"obs_3659"	"Running 5 METs"
"obs_3795"	"Running 5 METs"
"obs_4671"	"Running 3 METs"
"obs_193"	"Running 3 METs"
"obs_5555"	"Sitting"
"obs_3791"	"Lying"
"obs_5266"	"Lying"
"obs_150"	"Running 5 METs"
"obs_5365"	"Running 5 METs"
"obs_6093"	"Sitting"
"obs_3757"	"Running 7 METs"
"obs_5493"	"Running 7 METs"
"obs_1069"	"Running 7 METs"
"obs_1805"	"Running 7 METs"
"obs_5697"	"Running 7 METs"
"obs_1596"	"Self Pace walk"
"obs_4476"	"Self Pace walk"
"obs_1610"	"Sitting"
"obs_5953"	"Sitting"
"obs_668"	"Self Pace walk"
"obs_693"	"Running 3 METs"
"obs_3942"	"Running 3 METs"
"obs_4513"	"Lying"
"obs_5236"	"Lying"
"obs_2895"	"Running 5 METs"
"obs_921"	"Running 5 METs"
"obs_325"	"Running 5 METs"
"obs_3502"	"Running 5 METs"
"obs_1108"	"Sitting"
"obs_5284"	"Running 7 METs"
"obs_5221"	"Running 7 METs"
"obs_1519"	"Running 7 METs"
"obs_2594"	"Sitting"
"obs_4964"	"Self Pace walk"
"obs_2241"	"Self Pace walk"
"obs_5345"	"Self Pace walk"
"obs_2957"	"Lying"
"obs_2845"	"Self Pace walk"
"obs_2357"	"Running 3 METs"
"obs_5156"	"Running 3 METs"
"obs_3421"	"Running 3 METs"
"obs_3699"	"Running 3 METs"
"obs_441"	"Lying"
"obs_1246"	"Lying"
"obs_1621"	"Lying"
"obs_4887"	"Running 5 METs"
"obs_5842"	"Running 5 METs"
"obs_2668"	"Running 5 METs"
"obs_3459"	"Running 5 METs"
"obs_3049"	"Running 5 METs"
"obs_2894"	"Running 5 METs"
"obs_1053"	"Running 5 METs"
"obs_2608"	"Running 5 METs"
"obs_708"	"Sitting"
"obs_4950"	"Running 7 METs"
"obs_5290"	"Running 7 METs"
"obs_4210"	"Running 7 METs"
"obs_3984"	"Running 7 METs"
"obs_3664"	"Running 7 METs"
"obs_109"	"Running 7 METs"
"obs_2599"	"Lying"
"obs_2999"	"Lying"
"obs_2132"	"Sitting"
"obs_1838"	"Sitting"
"obs_703"	"Sitting"
"obs_1278"	"Self Pace walk"
"obs_2373"	"Self Pace walk"
"obs_2120"	"Self Pace walk"
"obs_1820"	"Self Pace walk"
"obs_490"	"Self Pace walk"
"obs_1414"	"Self Pace walk"
"obs_1045"	"Self Pace walk"
"obs_5210"	"Self Pace walk"
"obs_4914"	"Self Pace walk"
"obs_2301"	"Running 3 METs"
"obs_6253"	"Running 3 METs"
"obs_5566"	"Running 3 METs"
"obs_2104"	"Lying"
"obs_2587"	"Running 5 METs"
"obs_3845"	"Running 5 METs"
"obs_1918"	"Running 7 METs"
"obs_1237"	"Sitting"
"obs_67"	"Sitting"
"obs_4893"	"Running 5 METs"
"obs_1072"	"Running 5 METs"
"obs_4784"	"Running 5 METs"
"obs_437"	"Running 7 METs"
"obs_4878"	"Running 7 METs"
"obs_3405"	"Lying"
"obs_1540"	"Lying"
"obs_5923"	"Lying"
"obs_2724"	"Sitting"
"obs_6127"	"Sitting"
"obs_502"	"Self Pace walk"
"obs_1815"	"Self Pace walk"
"obs_1442"	"Self Pace walk"
"obs_306"	"Sitting"
"obs_3448"	"Lying"
"obs_5916"	"Lying"
"obs_3723"	"Running 3 METs"
"obs_1481"	"Running 3 METs"
"obs_4330"	"Running 3 METs"
"obs_3402"	"Lying"
"obs_964"	"Running 5 METs"
"obs_4830"	"Running 5 METs"
"obs_1213"	"Self Pace walk"
"obs_3199"	"Running 5 METs"
"obs_1640"	"Running 7 METs"
"obs_5863"	"Sitting"
"obs_230"	"Lying"
"obs_507"	"Running 7 METs"
"obs_3737"	"Running 7 METs"
"obs_3964"	"Running 7 METs"
"obs_1416"	"Lying"
"obs_5920"	"Self Pace walk"
"obs_4313"	"Self Pace walk"
"obs_252"	"Self Pace walk"
"obs_3156"	"Lying"
"obs_2794"	"Running 3 METs"
"obs_4529"	"Running 3 METs"
"obs_1828"	"Lying"
"obs_1936"	"Lying"
"obs_2944"	"Running 5 METs"
"obs_1515"	"Running 5 METs"
"obs_1156"	"Lying"
"obs_2006"	"Sitting"
"obs_5246"	"Running 7 METs"
"obs_5248"	"Running 7 METs"
"obs_1765"	"Running 7 METs"
"obs_1320"	"Running 7 METs"
"obs_4152"	"Lying"
"obs_5109"	"Sitting"
"obs_4818"	"Sitting"
"obs_1021"	"Self Pace walk"
"obs_2089"	"Self Pace walk"
"obs_846"	"Lying"
"obs_5584"	"Running 3 METs"
"obs_374"	"Running 3 METs"
"obs_566"	"Running 3 METs"
"obs_1300"	"Running 3 METs"
"obs_4357"	"Running 3 METs"
"obs_5684"	"Running 5 METs"
"obs_1134"	"Running 5 METs"
"obs_4171"	"Running 5 METs"
"obs_2951"	"Sitting"
"obs_1099"	"Sitting"
"obs_6003"	"Running 7 METs"
"obs_2402"	"Running 7 METs"
"obs_5714"	"Running 7 METs"
"obs_1681"	"Lying"
"obs_5745"	"Sitting"
"obs_787"	"Sitting"
"obs_6120"	"Sitting"
"obs_3495"	"Self Pace walk"
"obs_5058"	"Self Pace walk"
"obs_2797"	"Self Pace walk"
"obs_5788"	"Self Pace walk"
"obs_3484"	"Running 3 METs"
"obs_1387"	"Running 3 METs"
"obs_5956"	"Running 3 METs"
"obs_5286"	"Running 3 METs"
"obs_2336"	"Running 3 METs"
"obs_617"	"Running 3 METs"
"obs_3274"	"Running 3 METs"
"obs_2485"	"Lying"
"obs_1289"	"Lying"
"obs_4736"	"Running 3 METs"
"obs_4646"	"Running 5 METs"
"obs_3210"	"Running 5 METs"
"obs_4921"	"Running 5 METs"
"obs_3093"	"Running 5 METs"
"obs_4578"	"Running 5 METs"
"obs_2491"	"Sitting"
"obs_4951"	"Running 7 METs"
"obs_3662"	"Running 7 METs"
"obs_2653"	"Self Pace walk"
"obs_2435"	"Running 5 METs"
"obs_5966"	"Lying"
"obs_2254"	"Running 3 METs"
"obs_4523"	"Running 3 METs"
"obs_3594"	"Running 3 METs"
"obs_1433"	"Running 3 METs"
"obs_52"	"Running 3 METs"
"obs_4913"	"Lying"
"obs_631"	"Lying"
"obs_1288"	"Running 5 METs"
"obs_757"	"Running 5 METs"
"obs_868"	"Running 5 METs"
"obs_1623"	"Sitting"
"obs_3607"	"Running 3 METs"
"obs_2722"	"Running 7 METs"
"obs_4343"	"Lying"
"obs_4094"	"Self Pace walk"
"obs_2458"	"Sitting"
"obs_5829"	"Running 7 METs"
"obs_2503"	"Sitting"
"obs_621"	"Running 5 METs"
"obs_3718"	"Self Pace walk"
"obs_6183"	"Running 3 METs"
"obs_2685"	"Running 3 METs"
"obs_4971"	"Running 3 METs"
"obs_3841"	"Lying"
"obs_6205"	"Self Pace walk"
"obs_5683"	"Running 5 METs"
"obs_2264"	"Running 5 METs"
"obs_4034"	"Lying"
"obs_3342"	"Lying"
"obs_4336"	"Running 3 METs"
"obs_3272"	"Running 7 METs"
"obs_1907"	"Running 7 METs"
"obs_1357"	"Running 7 METs"
"obs_5665"	"Sitting"
"obs_3087"	"Sitting"
"obs_4612"	"Lying"
"obs_4915"	"Self Pace walk"
"obs_3483"	"Self Pace walk"
"obs_3703"	"Self Pace walk"
"obs_3490"	"Sitting"
"obs_4944"	"Running 3 METs"
"obs_2636"	"Running 3 METs"
"obs_4499"	"Self Pace walk"
"obs_2908"	"Self Pace walk"
"obs_3831"	"Running 7 METs"
"obs_1405"	"Lying"
"obs_3692"	"Lying"
"obs_6066"	"Running 5 METs"
"obs_5276"	"Running 3 METs"
"obs_5563"	"Running 5 METs"
"obs_928"	"Self Pace walk"
"obs_2731"	"Running 5 METs"
"obs_2911"	"Running 7 METs"
"obs_3837"	"Running 3 METs"
"obs_2995"	"Sitting"
"obs_1550"	"Sitting"
"obs_670"	"Running 7 METs"
"obs_5442"	"Self Pace walk"
"obs_2039"	"Self Pace walk"
"obs_776"	"Lying"
"obs_4590"	"Running 3 METs"
"obs_3573"	"Running 3 METs"
"obs_5393"	"Running 5 METs"
"obs_3909"	"Lying"
"obs_2716"	"Running 5 METs"
"obs_3101"	"Running 5 METs"
"obs_3857"	"Sitting"
"obs_680"	"Sitting"
"obs_5430"	"Sitting"
"obs_4044"	"Running 5 METs"
"obs_5370"	"Running 7 METs"
"obs_1522"	"Self Pace walk"
"obs_4515"	"Lying"
"obs_1107"	"Lying"
"obs_1198"	"Lying"
"obs_781"	"Sitting"
"obs_5986"	"Sitting"
"obs_4462"	"Sitting"
"obs_555"	"Lying"
"obs_5000"	"Sitting"
"obs_5903"	"Self Pace walk"
"obs_2996"	"Lying"
"obs_4441"	"Lying"
"obs_4419"	"Lying"
"obs_5335"	"Sitting"
"obs_5870"	"Running 7 METs"
"obs_2700"	"Sitting"
"obs_3028"	"Running 3 METs"
"obs_4801"	"Running 3 METs"
"obs_2720"	"Running 3 METs"
"obs_3223"	"Sitting"
"obs_1762"	"Running 3 METs"
"obs_2312"	"Running 3 METs"
"obs_923"	"Lying"
"obs_6226"	"Lying"
"obs_343"	"Sitting"
"obs_6166"	"Sitting"
"obs_5749"	"Running 3 METs"
"obs_586"	"Sitting"
"obs_346"	"Sitting"
"obs_4273"	"Sitting"
"obs_2889"	"Self Pace walk"
"obs_3835"	"Lying"
"obs_1957"	"Lying"
"obs_844"	"Sitting"
"obs_5630"	"Self Pace walk"
"obs_3328"	"Running 5 METs"
"obs_2192"	"Lying"
"obs_2411"	"Lying"
"obs_5169"	"Lying"
"obs_4391"	"Running 3 METs"
"obs_519"	"Running 3 METs"
"obs_5624"	"Running 3 METs"
"obs_5349"	"Lying"
"obs_3564"	"Lying"
"obs_1189"	"Running 5 METs"
"obs_965"	"Running 5 METs"
"obs_5278"	"Running 5 METs"
"obs_301"	"Sitting"
"obs_3026"	"Lying"
"obs_1409"	"Running 5 METs"
"obs_5051"	"Running 7 METs"
"obs_3374"	"Running 7 METs"
"obs_692"	"Running 7 METs"
"obs_715"	"Lying"
"obs_1353"	"Lying"
"obs_1682"	"Sitting"
"obs_2077"	"Sitting"
"obs_189"	"Running 3 METs"
"obs_5391"	"Running 3 METs"
"obs_381"	"Self Pace walk"
"obs_1395"	"Running 3 METs"
"obs_4317"	"Running 3 METs"
"obs_1404"	"Self Pace walk"
"obs_375"	"Lying"
"obs_239"	"Lying"
"obs_2446"	"Running 3 METs"
"obs_1927"	"Lying"
"obs_4508"	"Lying"
"obs_650"	"Running 5 METs"
"obs_2704"	"Running 5 METs"
"obs_3832"	"Running 5 METs"
"obs_3082"	"Sitting"
"obs_3097"	"Sitting"
"obs_5530"	"Lying"
"obs_944"	"Running 7 METs"
"obs_548"	"Sitting"
"obs_4774"	"Lying"
"obs_430"	"Lying"
"obs_611"	"Self Pace walk"
"obs_6169"	"Self Pace walk"
"obs_5686"	"Lying"
"obs_1115"	"Lying"
"obs_2591"	"Lying"
"obs_3333"	"Running 3 METs"
"obs_3473"	"Running 5 METs"
"obs_2657"	"Lying"
"obs_1013"	"Lying"
"obs_4362"	"Running 3 METs"
"obs_5333"	"Running 3 METs"
"obs_867"	"Running 5 METs"
"obs_4072"	"Running 5 METs"
"obs_6049"	"Running 5 METs"
"obs_5302"	"Running 5 METs"
"obs_3040"	"Sitting"
"obs_655"	"Running 5 METs"
"obs_4096"	"Running 3 METs"
"obs_5634"	"Lying"
"obs_5275"	"Running 7 METs"
"obs_5134"	"Running 3 METs"
"obs_5198"	"Self Pace walk"
"obs_2188"	"Self Pace walk"
"obs_2656"	"Sitting"
"obs_2619"	"Lying"
"obs_1203"	"Lying"
"obs_5542"	"Self Pace walk"
"obs_5083"	"Self Pace walk"
"obs_3090"	"Running 3 METs"
"obs_1448"	"Lying"
"obs_1332"	"Self Pace walk"
"obs_2246"	"Running 5 METs"
"obs_5055"	"Running 5 METs"
"obs_4"	"Running 5 METs"
"obs_3731"	"Sitting"
"obs_5675"	"Sitting"
"obs_1164"	"Running 7 METs"
"obs_2900"	"Running 7 METs"
"obs_4108"	"Running 7 METs"
"obs_1817"	"Running 7 METs"
"obs_1618"	"Running 7 METs"
"obs_2401"	"Running 7 METs"
"obs_1915"	"Sitting"
"obs_2255"	"Running 3 METs"
"obs_2457"	"Running 3 METs"
"obs_1533"	"Running 5 METs"
"obs_4017"	"Self Pace walk"
"obs_234"	"Sitting"
"obs_1193"	"Lying"
"obs_1432"	"Running 3 METs"
"obs_429"	"Running 3 METs"
"obs_5470"	"Sitting"
"obs_5632"	"Self Pace walk"
"obs_2882"	"Running 5 METs"
"obs_506"	"Running 5 METs"
"obs_947"	"Sitting"
"obs_4474"	"Sitting"
"obs_6160"	"Sitting"
"obs_3635"	"Running 3 METs"
"obs_1272"	"Running 5 METs"
"obs_4287"	"Running 7 METs"
"obs_2349"	"Running 7 METs"
"obs_2129"	"Running 7 METs"
"obs_4204"	"Running 7 METs"
"obs_1217"	"Lying"
"obs_4577"	"Lying"
"obs_639"	"Lying"
"obs_4746"	"Sitting"
"obs_1340"	"Sitting"
"obs_407"	"Self Pace walk"
"obs_4194"	"Self Pace walk"
"obs_2808"	"Lying"
"obs_1112"	"Lying"
"obs_3035"	"Lying"
"obs_4106"	"Running 3 METs"
"obs_2568"	"Running 3 METs"
"obs_1564"	"Running 3 METs"
"obs_83"	"Running 3 METs"
"obs_5001"	"Self Pace walk"
"obs_4526"	"Lying"
"obs_525"	"Running 5 METs"
"obs_5926"	"Running 5 METs"
"obs_336"	"Running 5 METs"
"obs_770"	"Running 5 METs"
"obs_5354"	"Running 5 METs"
"obs_3362"	"Lying"
"obs_521"	"Running 7 METs"
"obs_3404"	"Running 7 METs"
"obs_3585"	"Running 7 METs"
"obs_4151"	"Running 7 METs"
"obs_1424"	"Running 7 METs"
"obs_5070"	"Running 7 METs"
"obs_3982"	"Sitting"
"obs_728"	"Running 5 METs"
"obs_1534"	"Self Pace walk"
"obs_334"	"Self Pace walk"
"obs_3921"	"Self Pace walk"
"obs_5942"	"Lying"
"obs_4180"	"Lying"
"obs_5760"	"Running 3 METs"
"obs_4349"	"Lying"
"obs_1665"	"Running 5 METs"
"obs_2540"	"Running 5 METs"
"obs_3695"	"Running 5 METs"
"obs_3551"	"Running 5 METs"
"obs_303"	"Running 5 METs"
"obs_5571"	"Running 5 METs"
"obs_2467"	"Running 3 METs"
"obs_2986"	"Lying"
"obs_2191"	"Sitting"
"obs_1842"	"Sitting"
"obs_5105"	"Lying"
"obs_397"	"Self Pace walk"
"obs_3350"	"Running 7 METs"
"obs_1354"	"Running 7 METs"
"obs_1577"	"Running 7 METs"
"obs_4889"	"Lying"
"obs_6232"	"Lying"
"obs_2576"	"Lying"
"obs_1518"	"Sitting"
"obs_4161"	"Running 3 METs"
"obs_508"	"Self Pace walk"
"obs_2154"	"Self Pace walk"
"obs_1339"	"Sitting"
"obs_1926"	"Running 3 METs"
"obs_5508"	"Running 3 METs"
"obs_5071"	"Running 5 METs"
"obs_3712"	"Sitting"
"obs_2917"	"Lying"
"obs_2262"	"Lying"
"obs_4488"	"Sitting"
"obs_2205"	"Running 3 METs"
"obs_3088"	"Running 5 METs"
"obs_3720"	"Running 7 METs"
"obs_1058"	"Running 7 METs"
"obs_1668"	"Running 7 METs"
"obs_1756"	"Running 7 METs"
"obs_1412"	"Running 7 METs"
"obs_4592"	"Running 7 METs"
"obs_3766"	"Running 3 METs"
"obs_5140"	"Lying"
"obs_2645"	"Self Pace walk"
"obs_4706"	"Self Pace walk"
"obs_2151"	"Self Pace walk"
"obs_458"	"Lying"
"obs_4402"	"Running 3 METs"
"obs_949"	"Running 3 METs"
"obs_6129"	"Running 3 METs"
"obs_4421"	"Self Pace walk"
"obs_4728"	"Lying"
"obs_6214"	"Running 3 METs"
"obs_2839"	"Running 5 METs"
"obs_4289"	"Running 5 METs"
"obs_4540"	"Lying"
"obs_1141"	"Running 7 METs"
"obs_3684"	"Running 7 METs"
"obs_2300"	"Running 7 METs"
"obs_351"	"Lying"
"obs_3085"	"Sitting"
"obs_372"	"Self Pace walk"
"obs_1688"	"Self Pace walk"
"obs_5364"	"Self Pace walk"
"obs_4019"	"Running 3 METs"
"obs_5389"	"Running 3 METs"
"obs_2598"	"Running 3 METs"
"obs_3934"	"Running 3 METs"
"obs_906"	"Lying"
"obs_4148"	"Lying"
"obs_2310"	"Running 5 METs"
"obs_2987"	"Running 5 METs"
"obs_4445"	"Sitting"
"obs_1625"	"Running 5 METs"
"obs_3230"	"Running 5 METs"
"obs_2484"	"Running 5 METs"
"obs_2680"	"Running 5 METs"
"obs_4358"	"Sitting"
"obs_878"	"Sitting"
"obs_6235"	"Sitting"
"obs_3215"	"Running 7 METs"
"obs_4307"	"Running 7 METs"
"obs_1841"	"Lying"
"obs_1528"	"Sitting"
"obs_71"	"Sitting"
"obs_1192"	"Running 3 METs"
"obs_4010"	"Running 3 METs"
"obs_5435"	"Lying"
"obs_404"	"Lying"
"obs_1368"	"Sitting"
"obs_6098"	"Lying"
"obs_2749"	"Sitting"
"obs_2853"	"Sitting"
"obs_1467"	"Running 3 METs"
"obs_4643"	"Running 3 METs"
"obs_2334"	"Running 3 METs"
"obs_1772"	"Running 5 METs"
"obs_1175"	"Running 5 METs"
"obs_116"	"Running 7 METs"
"obs_4982"	"Running 5 METs"
"obs_6263"	"Sitting"
"obs_3151"	"Running 7 METs"
"obs_2588"	"Running 7 METs"
"obs_6219"	"Running 7 METs"
"obs_3243"	"Running 7 METs"
"obs_4627"	"Running 7 METs"
"obs_2288"	"Running 7 METs"
"obs_2248"	"Running 7 METs"
"obs_4021"	"Lying"
"obs_5231"	"Lying"
"obs_4745"	"Running 5 METs"
"obs_313"	"Sitting"
"obs_4684"	"Sitting"
"obs_5856"	"Sitting"
"obs_1864"	"Running 7 METs"
"obs_4470"	"Sitting"
"obs_5312"	"Running 7 METs"
"obs_6215"	"Running 7 METs"
"obs_114"	"Running 7 METs"
"obs_4713"	"Running 7 METs"
"obs_5739"	"Running 7 METs"
"obs_3288"	"Lying"
"obs_4081"	"Sitting"
"obs_5408"	"Self Pace walk"
"obs_895"	"Sitting"
"obs_48"	"Running 7 METs"
"obs_1855"	"Running 3 METs"
"obs_5949"	"Running 3 METs"
"obs_4239"	"Running 3 METs"
"obs_5118"	"Running 3 METs"
"obs_4028"	"Lying"
"obs_2454"	"Sitting"
"obs_5420"	"Running 5 METs"
"obs_1421"	"Sitting"
"obs_2975"	"Sitting"
"obs_1799"	"Sitting"
"obs_1692"	"Running 7 METs"
"obs_3733"	"Running 7 METs"
"obs_1286"	"Lying"
"obs_5576"	"Sitting"
"obs_2090"	"Sitting"
"obs_1324"	"Sitting"
"obs_5565"	"Lying"
"obs_1089"	"Self Pace walk"
"obs_4268"	"Self Pace walk"
"obs_3486"	"Self Pace walk"
"obs_3376"	"Self Pace walk"
"obs_291"	"Lying"
"obs_2516"	"Running 3 METs"
"obs_815"	"Running 3 METs"
"obs_3409"	"Lying"
"obs_3571"	"Lying"
"obs_2072"	"Lying"
"obs_2092"	"Running 5 METs"
"obs_1210"	"Running 5 METs"
"obs_155"	"Running 7 METs"
"obs_1708"	"Lying"
"obs_2943"	"Lying"
"obs_4455"	"Running 7 METs"
"obs_5644"	"Running 7 METs"
"obs_1214"	"Running 7 METs"
"obs_3378"	"Running 7 METs"
"obs_4596"	"Running 7 METs"
"obs_285"	"Running 7 METs"
"obs_1161"	"Running 7 METs"
"obs_742"	"Lying"
"obs_2155"	"Lying"
"obs_4725"	"Sitting"
"obs_222"	"Sitting"
"obs_822"	"Running 7 METs"
"obs_1136"	"Running 5 METs"
"obs_1906"	"Sitting"
"obs_2980"	"Sitting"
"obs_5181"	"Running 7 METs"
"obs_4047"	"Running 7 METs"
"obs_1262"	"Running 7 METs"
"obs_4898"	"Running 7 METs"
"obs_4439"	"Lying"
"obs_1128"	"Lying"
"obs_6033"	"Running 7 METs"
"obs_5476"	"Running 7 METs"
"obs_881"	"Running 7 METs"
"obs_768"	"Lying"
"obs_4538"	"Sitting"
"obs_1531"	"Running 7 METs"
"obs_3987"	"Sitting"
"obs_4174"	"Sitting"
"obs_2011"	"Sitting"
"obs_4897"	"Sitting"
"obs_3823"	"Sitting"
"obs_982"	"Self Pace walk"
"obs_392"	"Running 5 METs"
"obs_2867"	"Lying"
"obs_5045"	"Running 3 METs"
"obs_139"	"Self Pace walk"
"obs_4490"	"Lying"
"obs_2607"	"Lying"
"obs_1724"	"Lying"
"obs_2490"	"Running 3 METs"
"obs_2431"	"Running 3 METs"
"obs_4729"	"Lying"
"obs_3440"	"Lying"
"obs_1592"	"Lying"
"obs_1782"	"Running 5 METs"
"obs_4381"	"Running 5 METs"
"obs_2270"	"Running 7 METs"
"obs_4909"	"Running 7 METs"
"obs_5952"	"Sitting"
"obs_3198"	"Running 5 METs"
"obs_1661"	"Running 7 METs"
"obs_1293"	"Running 7 METs"
"obs_620"	"Running 7 METs"
"obs_2046"	"Self Pace walk"
"obs_3661"	"Lying"
"obs_2807"	"Lying"
"obs_5704"	"Sitting"
"obs_6234"	"Sitting"
"obs_3629"	"Self Pace walk"
"obs_1641"	"Self Pace walk"
"obs_1928"	"Self Pace walk"
"obs_3193"	"Self Pace walk"
"obs_4504"	"Self Pace walk"
"obs_4524"	"Self Pace walk"
"obs_2511"	"Lying"
"obs_4886"	"Lying"
"obs_1551"	"Lying"
"obs_1036"	"Self Pace walk"
"obs_2634"	"Running 3 METs"
"obs_3572"	"Running 3 METs"
"obs_2395"	"Running 3 METs"
"obs_1495"	"Running 3 METs"
"obs_3258"	"Running 3 METs"
"obs_2740"	"Lying"
"obs_4749"	"Running 5 METs"
"obs_74"	"Running 5 METs"
"obs_2063"	"Running 5 METs"
"obs_5724"	"Running 5 METs"
"obs_2015"	"Running 5 METs"
"obs_5846"	"Running 5 METs"
"obs_560"	"Sitting"
"obs_6137"	"Running 5 METs"
"obs_3688"	"Running 7 METs"
"obs_4787"	"Running 7 METs"
"obs_3147"	"Running 7 METs"
"obs_3137"	"Running 7 METs"
"obs_887"	"Lying"
"obs_5559"	"Running 7 METs"
"obs_3348"	"Lying"
"obs_4013"	"Lying"
"obs_4753"	"Lying"
"obs_5279"	"Sitting"
"obs_3434"	"Running 5 METs"
"obs_4380"	"Running 7 METs"
"obs_3680"	"Running 7 METs"
"obs_6136"	"Running 7 METs"
"obs_3674"	"Running 7 METs"
"obs_504"	"Running 7 METs"
"obs_5143"	"Running 7 METs"
"obs_5837"	"Lying"
"obs_4557"	"Running 7 METs"
"obs_1123"	"Running 7 METs"
"obs_1642"	"Lying"
"obs_779"	"Lying"
"obs_2410"	"Self Pace walk"
"obs_4242"	"Lying"
"obs_718"	"Lying"
"obs_1732"	"Running 3 METs"
"obs_3247"	"Running 3 METs"
"obs_1986"	"Running 3 METs"
"obs_5337"	"Running 3 METs"
"obs_643"	"Running 3 METs"
"obs_1848"	"Lying"
"obs_2810"	"Running 5 METs"
"obs_2377"	"Running 5 METs"
"obs_5183"	"Running 5 METs"
"obs_5077"	"Running 5 METs"
"obs_4050"	"Running 5 METs"
"obs_5521"	"Sitting"
"obs_221"	"Sitting"
"obs_5433"	"Running 7 METs"
"obs_2381"	"Running 7 METs"
"obs_388"	"Running 7 METs"
"obs_2249"	"Running 7 METs"
"obs_564"	"Running 7 METs"
"obs_516"	"Running 7 METs"
"obs_836"	"Running 7 METs"
"obs_803"	"Running 7 METs"
"obs_4507"	"Running 7 METs"
"obs_4604"	"Running 7 METs"
"obs_217"	"Running 7 METs"
"obs_3665"	"Lying"
"obs_483"	"Running 3 METs"
"obs_1847"	"Sitting"
"obs_308"	"Lying"
"obs_4829"	"Self Pace walk"
"obs_4920"	"Self Pace walk"
"obs_5950"	"Self Pace walk"
"obs_3245"	"Running 3 METs"
"obs_440"	"Running 3 METs"
"obs_4995"	"Lying"
"obs_212"	"Running 5 METs"
"obs_4827"	"Running 5 METs"
"obs_90"	"Running 5 METs"
"obs_319"	"Sitting"
"obs_1830"	"Sitting"
"obs_1969"	"Running 7 METs"
"obs_3548"	"Sitting"
"obs_46"	"Running 7 METs"
"obs_2387"	"Running 7 METs"
"obs_4090"	"Running 7 METs"
"obs_6114"	"Sitting"
"obs_3482"	"Sitting"
"obs_5101"	"Self Pace walk"
"obs_823"	"Self Pace walk"
"obs_1463"	"Lying"
"obs_3782"	"Running 3 METs"
"obs_4378"	"Running 3 METs"
"obs_500"	"Lying"
"obs_2086"	"Running 5 METs"
"obs_3422"	"Running 5 METs"
"obs_738"	"Running 5 METs"
"obs_6130"	"Running 5 METs"
"obs_2181"	"Sitting"
"obs_5176"	"Sitting"
"obs_745"	"Running 7 METs"
"obs_4533"	"Running 7 METs"
"obs_287"	"Running 7 METs"
"obs_2874"	"Lying"
"obs_3165"	"Sitting"
"obs_2198"	"Self Pace walk"
"obs_5568"	"Self Pace walk"
"obs_1723"	"Self Pace walk"
"obs_3836"	"Lying"
"obs_3701"	"Lying"
"obs_4075"	"Running 3 METs"
"obs_905"	"Running 3 METs"
"obs_1947"	"Running 3 METs"
"obs_4988"	"Lying"
"obs_3698"	"Lying"
"obs_4433"	"Running 3 METs"
"obs_5005"	"Running 7 METs"
